0,syn_mean,literally,speak,syno_lower_mean,attitude,index,sensitivity,disgust_mood,hashtag,hashtag,introspection,introspection,polarities,temper,temper,fear_mood,Questioning,Change_direction,Mental_property,Taking,Measure_volume,anniversary,cool,cool,die,die,directorate,lust,face,game,game,jumping,Aggregate,text,text
0,0.23326133909287258,0,0,0.332579185520362,-0.007272727272727273,24,0.09063636363636364,0,1,0,0.14054545454545456,0,2,0.10881818181818183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,classic - book people praise dont read. ― mark twain quote,0
1,0.6220302375809935,0,0,0.5604395604395604,0.007285714285714285,25,-0.011428571428571429,0,0,0,-0.004285714285714286,0,0,-0.005714285714285714,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1st time giants gone right wing wigan,0
0,0.20240666460968837,0,0,0.25258564964447316,0.13042857142857142,26,-0.11785714285714285,1,0,0,-0.07242857142857144,0,0,0.06371428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,know. need man slow colds arrive... hope youre ok? cold etc super day -,0
0,0.43690219068188835,0,0,0.599224305106658,0.0,27,0.11842857142857142,0,0,0,0.261,0,2,-0.11714285714285713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dont work tomorrow! going lovely day! really,0
1,0.6695464362850972,0,0,0.9468325791855203,0.09119999999999999,28,0.0986,0,0,0,-0.006,0,2,0.012199999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,guy yelling suv youre going get run bike closest car,0
0,0.1720662347012239,1,0,0.23642533936651583,0.0,29,0.075,0,0,0,0.075,0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-- makers handling think. id say morebut know guys literally waiting marathon,0
0,0.3903396819163559,0,0,0.44672974084738787,-0.004545454545454546,30,-0.057272727272727274,1,0,0,-0.15,0,0,-0.062272727272727264,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mind louise bours going straight footballers stupid argument closed minded.... representing?,0
0,0.2224622030237581,1,0,0.33540723981900455,0.0,31,0.0,0,1,0,0.0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes did! got picked 2 seasons prettylittleliars! season 6 7 come! literally,0
0,0.5680345572354212,0,0,0.6210407239819005,0.0,32,0.225,0,0,0,0.45,0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,may need work saves,0
1,0.017278617710583154,0,0,0.07239819004524886,0.0,33,0.1,0,1,0,0.1,0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,note- opc supporters ones booed candidate. classy ottsouthdebate ottsouth,0
1,0.4852411807055436,0,0,0.5361990950226244,0.0,34,0.127,0,1,0,0.1495,0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,love mom doesnt answer phone calls,0
0,0.2879769618430526,1,0,0.3416289592760181,0.0442,35,0.08,0,0,0,0.12466666666666668,0,2,0.0242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bruce- one chefs work text wishing good luck exams tomorrow. hes literally nicest guy world,1
1,0.1396688264938805,0,0,0.14875565610859726,0.06633333333333334,36,-0.00366666666666667,0,1,0,-0.005999999999999996,0,0,-0.075,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,installed luxurious penthouse suite sf. let wwdc malarkey commence. well dinner maybe...,0
1,0.27645788336933047,0,0,0.502262443438914,0.0,37,0.055833333333333325,0,0,0,-0.04933333333333334,0,2,0.012833333333333344,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,much respect people wear weed clothes,0
0,0.28823875908109176,0,0,0.3048128342245989,0.0,38,0.0,0,1,0,0.08181818181818182,0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bf works armour means sometimes wake somehow put outfit. lolol twinning,0
1,0.4838012958963284,0,0,0.7533936651583709,0.0,39,0.0762,0,1,0,0.0897,0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,love waiting around see im going hear back people. doyourjob,0
1,0.24286057115430768,0,0,0.2684766214177979,0.0,40,0.09911111111111111,0,1,0,0.10055555555555556,0,2,0.08588888888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,boarded buildings gore park look great summer promenade! hamont,0
1,0.4233261339092873,0,0,0.8619909502262444,0.0,41,0.1524,0,0,0,0.1794,0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,getting tons love tonight arent,0
1,0.33626848313673374,0,0,0.3847894187260703,0.11507692307692308,42,0.07592307692307693,0,0,0,-0.041769230769230774,0,0,-0.1276923076923077,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,lets give round applause lovely defect duanes syndrome .. ur eyes fucked cool,0
0,0.2140628749700024,0,0,0.17043740573152336,-0.0054444444444444445,43,0.03255555555555555,0,1,0,0.011444444444444445,0,2,0.03133333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tibet small himalayan kingdom three times size texas! truetibet,0
1,0.25485961123110157,0,0,0.22511312217194568,0.14466666666666667,44,-0.28833333333333333,0,0,0,-0.31,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,please tell gluten allergy one time,0
1,0.0388768898488121,0,0,0.01018099547511312,0.0,45,0.2065,0,1,0,0.133,0,2,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,feud must continue... extremerules,0
1,0.27645788336933047,0,1,0.3257918552036199,0.0,46,-0.11939999999999999,1,0,0,-0.1698,0,0,0.014799999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,shots fired questioned manhood speak.,0
1,0.35745140388768903,0,0,0.4046945701357466,0.0,47,0.0,0,0,0,0.21825,0,2,0.12125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,thanks mr. p giving us two exciting projects!,0
1,0.31633161654759934,0,0,0.3534632788026453,0.0,48,0.022692307692307703,1,1,0,0.16592307692307692,0,2,-0.08538461538461538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,right wrote last tweet daughter rolled sleep punched face. lol fml stilllovesher 3,0
0,0.0892728581713463,0,0,0.15441176470588233,-0.024999999999999998,49,0.13908333333333334,0,1,0,0.13549999999999998,0,2,0.041416666666666664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,glad mets winning tonight isnt overshadowed another local sports team! whew dodgedabulletthere,0
1,0.2926565874730022,0,0,0.18410633484162894,0.123375,50,0.0875,0,0,0,0.1245,0,2,0.103625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tiago splitter plays basketball gracefully cosmo kramer would.,0
1,0.1720662347012239,0,0,0.17420814479638005,0.0,51,0.06924999999999999,0,0,0,0.072,0,2,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,real! ive spent majority summer sitting home watching netflix.. woooo summer 2k14!,0
0,0.09132983647022526,0,0,0.12411118293471232,-0.1142857142857143,52,0.0,1,0,0,-0.11142857142857143,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mingling asda driver tonight awkward apparently human!,0
0,0.3813637766121568,1,0,0.599224305106658,-0.015714285714285715,53,-0.08257142857142859,0,0,0,-0.22571428571428573,0,0,-0.06814285714285714,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,bruhhh missing shit good melts mouth literally,0
0,0.1511879049676026,0,1,0.10520361990950225,0.0,54,0.1592,0,0,0,0.1335,0,2,-0.091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,interesting list many tech companies grab relevant today speak --,0
1,0.30525557955363575,0,0,0.2609351432880845,0.0,55,0.2,0,1,0,0.2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes cleaning room exactly want right now. itssoniceout mad,0
1,0.23326133909287258,0,0,0.3071266968325792,0.0,56,0.117375,0,1,0,0.1025,0,2,-0.10625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tibet developed chinas presence exploited colonized assimilated truetibet,0
0,0.22894168466522682,1,0,0.3190045248868778,-0.008100000000000007,57,0.24,1,1,0,0.09670000000000001,0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,literally obsessed song problem sings beautiful idk man think love,0
0,0.5356371490280778,0,1,0.5913461538461539,0.0,58,0.08912500000000001,0,0,0,0.10112500000000002,0,2,-0.10625,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,made dreams reality speak say could still asleep,0
0,0.562634989200864,1,0,0.6210407239819005,-0.01375,59,0.15175,0,0,0,0.22562500000000002,0,2,0.14200000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,literally made good day great day thank you.,0
1,0.44307312557852524,0,0,0.47802197802197804,0.0,60,-0.12428571428571429,0,0,0,-0.11571428571428573,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,breaking news - relations executive strained. hingnew,0
0,0.21886249100071997,0,0,0.22322775263951733,0.0,61,0.2412222222222222,0,1,0,0.0698888888888889,0,2,0.001666666666666668,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,grandmas romcom future reproduction - intelligent article touch tragic,0
0,0.2054921320580068,0,0,0.17986425339366513,-0.012857142857142857,62,0.018285714285714287,0,1,0,0.12142857142857144,0,2,0.04,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,like spending money that’s mine money like spending thats mine emoji funny face laughing,0
1,0.31572746907520133,0,0,0.4004524886877828,0.13663636363636364,63,0.025727272727272724,0,1,0,0.24772727272727274,0,2,0.017545454545454545,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,ayyyy todays new liquid crystal stuck puzzles! lmao check rt! ?a,0
1,0.2908567314614831,0,0,0.4720965309200603,0.0,64,0.1,0,1,0,0.1,0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,restarted phone got bunch texts sent week ago loveiphone,0
1,0.29805615550755943,0,0,0.3721719457013574,0.0,65,-0.03466666666666666,1,0,0,-0.013833333333333328,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,love pay things people stole me.,0
1,0.156836683834524,0,0,0.18116950922380784,0.0,66,0.13099999999999998,0,0,0,0.11369230769230769,0,2,-0.02692307692307692,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,basically it’s vanek’s linemates’ fault. unbelievable! well there’s team spirit character love mtl.,0
1,0.14294129196936972,0,0,0.18449197860962566,0.007181818181818182,67,0.032363636363636365,0,0,0,-0.0013636363636363585,0,2,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hide emails nsa snoops it’s important government overstep said security chief.,0
0,0.3436525077993761,1,0,0.3778280542986425,-0.013333333333333332,68,0.25344444444444447,0,1,0,0.20822222222222223,0,2,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,record everyone best friends literally talk everyday shesprettycool likereallycool,0
0,0.5788336933045356,0,0,0.544683257918552,0.0,69,0.226375,0,1,0,0.18075000000000002,0,2,-0.12125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,crowd wave background make feel bit better. mexecu,0
0,0.07127429805615552,0,0,0.11199095022624433,0.0,70,0.0,0,1,0,0.0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,class tonight. 445pm-930pm. happyhappyjoyjoy,0
0,0.32445404367650593,1,0,0.37028657616892907,0.0,71,0.1,0,0,0,0.1,0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,literally buzzing see ive waiting feels like years !!,0
1,0.35421166306695473,0,0,0.3190045248868778,0.057999999999999996,72,-0.07879999999999998,0,0,0,1.1102230246251566e-17,0,2,0.1378,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bloody hate abba! good job theres abba tribute work now...,0
1,0.2803848419399176,0,0,0.3480049362402304,-0.010909090909090908,73,0.12836363636363635,0,1,0,0.092,0,2,0.020454545454545454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,thats ballgame folks!! yankees show world best baseball 240 million payroll.,0
0,0.26860396622815635,0,0,0.25853558206499383,0.08072727272727273,74,-0.04709090909090909,0,1,0,0.012181818181818183,0,2,0.033,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tortillas tequila! mixtape coming soon! good music mexican yall think yee,0
1,0.334053275737941,0,0,0.671945701357466,0.0,75,0.0,0,0,0,0.0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,didnt see coming..,0
0,0.35565154787617,0,0,0.3042986425339366,0.0,76,0.075,0,0,0,0.0,0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,give nshs believing you. proud brother!,0
1,0.1900647948164147,0,0,0.2554504319210202,0.0,77,0.0,0,0,0,0.0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,used nigha crossed street avoid. employ people thought might rob em,0
0,0.5437365010799137,0,1,0.6337669683257918,0.0,78,0.05175,0,1,0,-0.004375000000000004,0,2,-0.048562499999999995,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,didnt hot last weeks doubles made busy them. going stop smell roses speak move ... myfitnesspal,0
0,0.5160023561751423,1,0,0.5917317976141505,-0.01909090909090909,79,-0.06972727272727272,1,0,0,-0.12563636363636366,0,0,-0.04109090909090909,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,im literally going lay bed day catch pretty little liars missed,0
0,0.20240666460968837,0,0,0.308338720103426,-0.02,80,0.16085714285714287,0,0,0,0.12928571428571428,0,2,0.147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,roy hibbert looks like great all-star selection,0
1,0.4885136461810328,0,0,0.4868366927190456,-0.02090909090909091,81,0.1378181818181818,0,1,0,0.09381818181818181,0,2,0.05345454545454545,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,absolutely love feeling like im good enough. best feeling world. fuckmeright,0
1,0.03167746580273578,0,0,0.07805429864253392,-0.018333333333333333,82,0.17883333333333332,0,0,0,0.13333333333333333,0,2,0.0195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,. didnt respond voxer. friends anymore.,0
0,0.10367170626349893,0,0,0.15271493212669682,-0.012,83,0.0327,0,1,0,-0.017,0,0,0.0358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,listening ceo facebook tv talk importance privacy internet marketing hatezuckerberg,0
0,0.15766738660907129,1,0,0.16289592760180993,0.0,84,0.211625,0,0,0,0.23825000000000002,0,2,-0.01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,doritos literally pulling willy wonka chocolate factory...pretty cool,0
1,0.1804655627549796,0,0,0.30995475113122173,-0.03333333333333333,85,0.19922222222222224,0,1,0,0.27788888888888885,0,2,-0.002555555555555558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,glad see tony pat helen friends again.... ! thearchers,0
1,0.9100071994240462,0,0,0.9019607843137255,-0.02333333333333333,86,0.022555555555555558,0,1,0,0.05533333333333333,0,2,-0.05022222222222222,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,saw man running catch train. carrying stop sign. tuesday,0
0,0.2209194692995989,0,0,0.2501616031027796,0.0,87,0.09742857142857143,0,1,0,0.20485714285714288,0,2,-0.13714285714285715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fan team means easy vistory us redskinspride,0
1,0.17278617710583152,0,0,0.20361990950226244,-0.06,88,0.24500000000000002,0,1,0,0.3252,0,2,0.0994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,im glad friends things weekends.....,0
1,0.3319962974390621,0,0,0.2986425339366516,-0.005714285714285714,89,0.12257142857142857,0,1,0,0.09285714285714285,0,2,0.01742857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,looks pretty hot riding bike shirtless mill!,0
0,0.13390928725701945,0,0,0.1595022624434389,0.08600000000000001,90,-0.11080000000000001,0,1,0,-0.16799999999999998,0,0,0.0359,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ukraine eu voices extreme concern thai coup crackdowns u. via,0
0,0.34125269978401734,0,0,0.4428733031674208,0.05516666666666667,91,0.1396666666666667,0,1,0,0.18008333333333335,0,2,0.02608333333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,annoying home buyers want purchase listings sign actually goes up. inconvenient. grateful,0
0,0.22661571689649443,0,0,0.19944309084580575,-0.013076923076923078,92,0.05730769230769231,1,0,0,0.054615384615384614,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,postcode ab22 8gr. apologies delay signal wouldnt stay active long enough action response!,0
1,0.37519284171552,0,0,0.44408532643826765,-0.10285714285714286,93,0.09599999999999999,0,1,0,0.12671428571428572,0,2,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,love hearing june bugs flying window gross,0
1,0.23326133909287258,0,0,0.3495475113122172,-0.009,94,0.1206,0,0,0,0.1052,0,2,0.08990000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,today great day im finally done spanish nice know ya,0
1,0.816414686825054,0,0,1.0,0.028,95,0.0,0,0,0,0.0,0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,kyle drive last place car see,0
1,0.1746374575748226,0,0,0.26712992889463477,0.055785714285714286,96,0.06657142857142857,0,0,0,0.2105,0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,apparently body doesnt know definition sleeping anymore. thanks guy. love waking early weekend pass.,0
0,0.17566594672426208,0,0,0.21945701357466063,0.15866666666666665,97,0.13,0,0,0,0.12816666666666668,0,2,0.12083333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,using flashlight look catalogue featuring flashlights.,0
1,0.19870410367170627,0,0,0.24095022624434387,-0.011,98,0.0322,0,1,0,0.0,0,2,0.0363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,oh youtubes comments section! cant understoodbecause english good youtube comments,0
1,0.10759866483408602,0,0,0.17523652817770463,-0.01,99,0.10972727272727273,0,1,0,0.068,0,2,0.033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,. nah mate. they’re sponsor. organised you. good flight! goroar orangesunday4?,0
1,0.27645788336933047,0,0,0.2647058823529412,-0.22166666666666668,100,-0.00833333333333334,1,0,0,0.00683333333333334,0,0,0.20366666666666666,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fun camp summer girlfriend stay faithful,0
1,0.25053995680345575,0,0,0.3257918552036199,0.0922,101,-0.08009999999999999,1,1,0,-0.023299999999999998,0,2,0.0882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hope 2nd amendment fighters arms latest blow 1st. greecevgalloway yeahright,0
0,0.2591792656587473,0,0,0.2850678733031674,-0.018,102,0.0628,0,0,0,0.1954,0,2,0.0252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nice dad come graduation party.,0
0,0.30525557955363575,1,0,0.34012066365007537,-0.012222222222222223,103,0.12588888888888888,0,0,0,0.08077777777777778,0,2,0.04033333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,literally screamed yes throughput house found good eat. bye.,0
0,0.22709040419623575,0,0,0.40287653522947636,0.05178571428571428,104,-0.04357142857142857,0,0,0,-0.0038571428571428606,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sir john a. macdonald prize goes book indicts sir john managed famine aboriginals fe…,0
0,0.12526997840172785,0,0,0.14592760180995473,0.1325,105,0.12766666666666668,0,0,0,-0.009500000000000008,0,2,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,thats likely hannah grant hungover saturday,0
0,0.23326133909287258,0,0,0.23076923076923075,0.16962499999999997,106,0.19324999999999998,0,0,0,0.03562500000000001,0,0,-0.08862500000000001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,drama promise focus solely handling responsibilities father afraid,0
0,0.4183893859919779,0,0,0.5168067226890756,-0.015714285714285715,107,-0.09257142857142855,1,0,0,-0.13999999999999999,0,0,0.05185714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180 cards put good use target hq,0
